Year,Area (use fill down),Street (use find and replace to replace the odd character with a space),Street 2 (in Refine use titlecase and cluster and edit),Strange HTML (use unescape HTML)
2011,,SedgleyåConservativeåclub,Sedgley Conservative club,
2011,,shortåst,short st,
2011,," SouthåRoad,Stourbridge"," South Road,Stourbridge",
2011,,Stourbridge,Stourbridge,
2011,,StourbridgeåHighåSt,Stourbridge High St,
2011,,StourbridgeåHighåStreet,Stourbridge High Street,
2011,,StourbridgeåHighåStreet,Stourbridge High Street,
2011,,stourbridgeåhighåstreet,stourbridge high street,
2011,,StourbridgeåJunctionå.,Stourbridge Junction .,
2011,,StourbridgeåPSåFrontåOffice,Stourbridge PS Front Office,
2011,,stourbridgeårdåhollyåhall,stourbridge rd holly hall,
2011,," StourbridgeåRd,åLye"," Stourbridge Rd, Lye",
2011,," StourbridgeåRoad,åBrierleyåHill"," Stourbridge Road, Brierley Hill",
2011,," Stourbridgeåroad,åBrierleyåHill"," Stourbridge road, Brierley Hill",
2011,,StourbridgeåRoad.,Stourbridge Road.,
2011,,Tescoåexpressåamblecoteåstourbridge,Tesco express amblecote stourbridge,
2011,," TheåSwanåPublicåHouse,åKingswinford"," The Swan Public House, Kingswinford",
2011,," ToweråStreet,åDudley"," Tower Street, Dudley",
2011,," VictoriaåStreet,åStoubridge"," Victoria Street, Stoubridge",
2011,," WardåB3,åRHH"," Ward B3, RHH",
2011,," windmillåend,åDudley"," windmill end, Dudley",
2011,,WindmillåLaneååCapeåHill,Windmill Lane  Cape Hill,
2011,,wolverhamptonåstreetådudley,wolverhampton street dudley,
2011,," WolverhamptonåStreet,åDudley"," Wolverhampton Street, Dudley",
2011,," WolverhamptonåStreet,åDudley"," Wolverhampton Street, Dudley",
2011,,WorcesteråStreetåStourbridge,Worcester Street Stourbridge,
2011,," W'tonåStreet,åDudley"," W'ton Street, Dudley",
2011,," W'tonåStreet,åDudley"," W'ton Street, Dudley",
2011,Solihull,A+EåSoliohullåHospital,A+E Soliohull Hospital,
2011,,Airport,Airport,
2011,," AshåCrescent,åChelmsleyåWood"," Ash Crescent, Chelmsley Wood",
2011,,AssemblyåRooms,Assembly Rooms,
2011,,AucklandåDrive,Auckland Drive,
2011,,AucklandåDrive,Auckland Drive,
2011,,AucklandåDrive,Auckland Drive,
2011,,AucklandåDrive,Auckland Drive,
2011,," AucklandåDrive,åCåWood"," Auckland Drive, C Wood",
2011,," AucklandåDrive,åChelmsleyåWoodåSolihull"," Auckland Drive, Chelmsley Wood Solihull",
2011,,BhamåAirport,Bham Airport,
2011,,BhamåIntåtrainåstation,Bham Int train station,
2011,,BhamåInternationalåTrainåStation,Bham International Train Station,
2011,,BirminghamåAirport,Birmingham Airport,
2011,," BlairåGroveå,ChelmsleyåWoodå,Birmingham."," Blair Grove ,Chelmsley Wood ,Birmingham.",
2011,," brackleysåway,åSolihull"," brackleys way, Solihull",
2011,,BrickhillåDr,Brickhill Dr,
2011,," BroadåStreet,ååOSågatecrasher"," Broad Street,  OS gatecrasher",
2011,," ByåståAlphedgeåChurch,åSolihull"," By st Alphedge Church, Solihull",
2011,,CarparkåMarstonåGreenåTavern,Carpark Marston Green Tavern,
2011,," chelmsleyård,åchelmsleyåwood"," chelmsley rd, chelmsley wood",
2011,," chelmsleyård,åchelmsleyåwood"," chelmsley rd, chelmsley wood",
2011,,Churchåclose,Church close,
2011,," clockåpublicåhouse,åclockålane"," clock public house, clock lane",
2011,,ColebrookåRoad,Colebrook Road,
2011,,ColebrookåRoad,Colebrook Road,
2011,," CoptåheathåDrive,åKnowle"," Copt heath Drive, Knowle",
2011,,DanfordåLane,Danford Lane,
2011,," DuntonåHallåRoad,åShirley"," Dunton Hall Road, Shirley",
2011,," FoleshillåRoad,åCoventry"," Foleshill Road, Coventry",
2011,,ForthåDrive,Forth Drive,
2011,,FoxåHolliesåRoad,Fox Hollies Road,
2011,,FoyeråofåETAPåHotelåBHX,Foyer of ETAP Hotel BHX,
2011,," GrandysåDrive,åChelmsleyåWood"," Grandys Drive, Chelmsley Wood",
2011,,GreenåLane,Green Lane,
2011,,GreenwoodåShoppingåCentre,Greenwood Shopping Centre,
2011,,GreswoldåHotel,Greswold Hotel,
2011,,halifaxåroad.,halifax road.,
2011,,HelmswoodåDrive,Helmswood Drive,
2011,,HelmswoodåDrive,Helmswood Drive,
2011,,HelmswoodåDrive,Helmswood Drive,
2011,,HighåSt,High St,
2011,,HighåSt,High St,
2011,," HighåStå,Solihull."," High St ,Solihull.",
2011,,HighåStåSolihull,High St Solihull,
2011,,highåståsolihull,high st solihull,
2011,," HighåSt,åTownåCentreåSolihull"," High St, Town Centre Solihull",
2011,,HighåStreet,High Street,
2011,,HighåStreet,High Street,
2011,,HighåStreet,High Street,
2011,,HighåStreet,High Street,
2011,,HighåStreet,High Street,
2011,,HighåStreet,High Street,
2011,,HighåStreet,High Street,
2011,," HighåStreetå,Solihull."," High Street ,Solihull.",
2011,," HighåStreetå,Solihull."," High Street ,Solihull.",
2011,,HighåStreetåSolihull,High Street Solihull,
2011,,HighåStreetåSolihull,High Street Solihull,
2011,,highåstreetåsolihull,high street solihull,
2011,," HighåStreet,åSolihull"," High Street, Solihull",
2011,," HighåStreet,åSolihull"," High Street, Solihull",
2011,," HighåStreet,åSolihullåTownåCentre"," High Street, Solihull Town Centre",
2011,," HighåStreet,åsolihull,åWeståmids"," High Street, solihull, West mids",
2011,,HighfieldåRoaåWashwoodåHeathåBirmingham,Highfield Roa Washwood Heath Birmingham,
2011,," HillfieldåPark,åSolihull"," Hillfield Park, Solihull",
2011,," Hobsmoatåroad,åSolihull"," Hobsmoat road, Solihull",
2011,,HoggartsåHotelåDorridge,Hoggarts Hotel Dorridge,
2011,,KingfisheråDriveåSmithswood,Kingfisher Drive Smithswood,
2011,," KITTSåGREENåRD,åKITTSåGREEN,åBHAM"," KITTS GREEN RD, KITTS GREEN, BHAM",
2011,,KittsåGreenåRoad.,Kitts Green Road.,
2011,,LaburnamåAvenue,Laburnam Avenue,
2011,,LGåArena,LG Arena,
2011,,lgåarenaå.ånecåcomplex,lg arena . nec complex,
2011,,LGåArenaåNEC,LG Arena NEC,
2011,,LGåArena.åNECåcomplex,LG Arena. NEC complex,
2011,,LodeåLane,Lode Lane,
2011,,LodeåLane,Lode Lane,
2011,,LodgeåRoad,Lodge Road,
2011,,ManoråWalkåSolihull,Manor Walk Solihull,
2011,,MarleneåCroft,Marlene Croft,
2011,,McDonalds,McDonalds,
2011,,MillåLane,Mill Lane,
2011,," MillåLane,åSolihull"," Mill Lane, Solihull",
2011,,MoordaneåAvenue,Moordane Avenue,
2011,,MoorendåAvenueåoppositeåWiilowåAvenueåSolihull,Moorend Avenue opposite Wiilow Avenue Solihull,
2011,,O/SåAvaonåCroftåHouseåWincesteråDrive,O/S Avaon Croft House Wincester Drive,
2011,,O/SåDepartureåterminalååBirminghamåInternationalåAirportåSolihull,O/S Departure terminal  Birmingham International Airport Solihull,
2011,,O/SåGrrenwoodåP.HåHelmswoodåDriveåChelmsleyåWoodåSolihull,O/S Grrenwood P.H Helmswood Drive Chelmsley Wood Solihull,
2011,,o/såLoftånightclubåHighåStåSolihull,o/s Loft nightclub High St Solihull,
2011,,O/SåMillåLabeåentranceåtoåTouchwoodåshoppingåcentre,O/S Mill Labe entrance to Touchwood shopping centre,
2011,,o/såRedåLionåEarlswood,o/s Red Lion Earlswood,
2011,," O/SåRosies,åHighåStåSolihull"," O/S Rosies, High St Solihull",
2011,," o/sTheåLoft,åSolihull"," o/sThe Loft, Solihull",
2011,,O?SåCoachåhouseåP>HåHerbertåRoadåSolihullåweståMidlands,O?S Coach house P>H Herbert Road Solihull west Midlands,
2011,,O'NeillsåPoplarårdåSolihull,O'Neills Poplar rd Solihull,
2011,," OSåassemblyåroomså,åPoplaråRoad"," OS assembly rooms , Poplar Road",
2011,," OSåLGåArena,åNECåcomplex"," OS LG Arena, NEC complex",
2011,,OSåLGåArena/åNECåcomplex,OS LG Arena/ NEC complex,
2011,," OutsideåtheåClockåPH,åClockåLane"," Outside the Clock PH, Clock Lane",
2011,,OutsideåWhiteåSwanåStationåRoadåSolihull,Outside White Swan Station Road Solihull,
2011,,Parkåinåbellålane`,Park in bell lane`,
2011,,ParkdaleåRoadåSheldon,Parkdale Road Sheldon,
2011,,PoplaråRd.åSolihull,Poplar Rd. Solihull,
2011,,Poplaråroad,Poplar road,
2011,,poplaråroad,poplar road,
2011,,poplaråRoad,poplar Road,
2011,,PoplaråRoad,Poplar Road,
2011,,PoplaråRoad,Poplar Road,
2011,,PoplaråRoad,Poplar Road,
2011,,PoplaråRoad,Poplar Road,
2011,,poplaråRoad,poplar Road,
2011,,PoplaråRoad,Poplar Road,
2011,,PoplaråRoad,Poplar Road,
2011,,PoplaråRoad,Poplar Road,
2011,,PoplaråRoad,Poplar Road,
2011,,PoplaråRoad,Poplar Road,
2011,,PoplaråRoad,Poplar Road,
2011,," PoplaråRoadåSolihull,åWeståMidlands"," Poplar Road Solihull, West Midlands",
2011,," Poplaråroad,åSolihull"," Poplar road, Solihull",
2011,," PoplaråRoad,åSolihull"," Poplar Road, Solihull",
2011,," PoplaråRoad,åSolihull"," Poplar Road, Solihull",
2011,," poplaråRoad,åSolihull"," poplar Road, Solihull",
2011,," Poplaråroad,åSolihull"," Poplar road, Solihull",
2011,," Poplaråroad,åSolihull"," Poplar road, Solihull",
2011,," Poplaråroad,åSolihull"," Poplar road, Solihull",
2011,," PoplaråRoad,åSolihull"," Poplar Road, Solihull",
2011,," poplaråroad,åsolihull"," poplar road, solihull",
2011,,poplaråwayåsolihull,poplar way solihull,
2011,," Poplaråway,åSolihull"," Poplar way, Solihull",
2011,,RollsåwoodåDriveåSolihullåWeståMidlands,Rolls wood Drive Solihull West Midlands,
2011,,ScolfieldåRoadåKingshurst,Scolfield Road Kingshurst,
2011,,Solihullå/åStationåRoad,Solihull / Station Road,
2011,,SolihullåA+E,Solihull A+E,
2011,,SolihullåHighåStreet,Solihull High Street,
2011,,SolihullåHospital,Solihull Hospital,
2011,,SolihullåHospital,Solihull Hospital,
2011,,SolihullåMoorsåFootballåClubåDamsonåParkwayåSolihull,Solihull Moors Football Club Damson Parkway Solihull,
2011,,SolihullåTownåcentre,Solihull Town centre,
2011,,SolihullåTownåCentre,Solihull Town Centre,
2011,,SolihullåTownåCentreåSolihullåWeståMidlands,Solihull Town Centre Solihull West Midlands,
2011,,SolihullåTownåCentre/åLodeåLane,Solihull Town Centre/ Lode Lane,
2011,,solihullåtownåcentre/åoutsideåKingsåChipåShop,solihull town centre/ outside Kings Chip Shop,
2011,,Solihull/åPoplaråRoad,Solihull/ Poplar Road,
2011,,StanleyåAvenue,Stanley Avenue,
2011,,StationåRd,Station Rd,
2011,,StationåRdåatåHerbertåRdåJunction,Station Rd at Herbert Rd Junction,
2011,,StationåRdåwithåjuctionåofåHerbertårdåSolihull,Station Rd with juction of Herbert rd Solihull,
2011,,StationåRoad,Station Road,
2011,,StationåRoad,Station Road,
2011,,StationåRoadåSolihull,Station Road Solihull,
2011,,StationåRoadåSolihull,Station Road Solihull,
2011,,StationåRoadåSolihull,Station Road Solihull,
2011,,StationåRoadåSolihull,Station Road Solihull,
2011,," StationåRoad,åSolihull"," Station Road, Solihull",
2011,," Stationåroad,åSolihull"," Station road, Solihull",
2011,,StationåRoad/åHighåStreetåSolihull,Station Road/ High Street Solihull,
2011,,Theåcrescent,The crescent,
2011,,TheåVillageåHotelåShirley,The Village Hotel Shirley,
2011,,UskåWayåSmithswoodåSolihull,Usk Way Smithswood Solihull,
2011,,WarwickåRdåSolihull,Warwick Rd Solihull,
2011,," WarwickåRd,åSolihull"," Warwick Rd, Solihull",
2011,," WarwickåRd,åSolihull"," Warwick Rd, Solihull",
2011,,warwickåRoad,warwick Road,
2011,,WarwickåRoad,Warwick Road,
2011,,WarwickåRoad,Warwick Road,
2011,," warwickåroadf,åsolihull"," warwick roadf, solihull",
2011,,WolastonåClose,Wolaston Close,
2011,Sandwell,AbbeyåRoad,Abbey Road,
2011,,AlbrightåRoadåOldbury,Albright Road Oldbury,
2011,,AleanderåWay,Aleander Way,
2011,," AlexandraåRoad,åHalesowen"," Alexandra Road, Halesowen",
2011,," angelsånightclub,åweståbromwich"," angels nightclub, west bromwich",
2011,,angelsåPHåweståbromwich,angels PH west bromwich,
2011,," AnitaåAvenue,åTividale"," Anita Avenue, Tividale",
2011,,AstelåParkåRetailåCenter,Astel Park Retail Center,
2011,," AstonåStreet,åTipton"," Aston Street, Tipton",
2011,,AtlasåGrove,Atlas Grove,
2011,,BankåStreetåWeståBromwich,Bank Street West Bromwich,
2011,,BarkeråStreet,Barker Street,
2011,,bearwoodåhighåst,bearwood high st,
2011,,BearwoodåRd,Bearwood Rd,
2011,,BearwoodåRoad,Bearwood Road,
2011,," BearwoodåRoad,åbearwood"," Bearwood Road, bearwood",
2011,," BearwoodåRoad,åSmethwick"," Bearwood Road, Smethwick",
2011,," BearwoodåRoad,åSmethwick"," Bearwood Road, Smethwick",
2011,," BearwoodåRoad,åSmwthwick"," Bearwood Road, Smwthwick",
2011,,BeawoodåRoad,Beawood Road,
2011,,BeechåCrescent,Beech Crescent,
2011,," BeechesåRoad,åWeståBromwich"," Beeches Road, West Bromwich",
2011,,BellaåPizza,Bella Pizza,
2011,," BeresfordåRd,åOldbury"," Beresford Rd, Oldbury",
2011,," BeresfordåRd,åOldbury"," Beresford Rd, Oldbury",
2011,," BeresfordåRd,åOldbury"," Beresford Rd, Oldbury",
2011,,BillardåHallåWeståBromwich,Billard Hall West Bromwich,
2011,,BirchfieldåLane,Birchfield Lane,
2011,,BirminghamåRoadåOldbury,Birmingham Road Oldbury,
2011,," BirminghamåRoad,åOldbury"," Birmingham Road, Oldbury",
2011,," BirminghamåRoad,åOldbury"," Birmingham Road, Oldbury",
2011,," BIRMINGHAMåST,åOLDBURY,åWESTåMIDLANDS"," BIRMINGHAM ST, OLDBURY, WEST MIDLANDS",
2011,,BirminhamåRoadåOldbury,Birminham Road Oldbury,
2011,,brandhallåclose,brandhall close,
2011,,BrasshouseåLane,Brasshouse Lane,
2011,,BroadåStreet,Broad Street,
2011,,Burnttree,Burnttree,
2011,," CapeåHill,åSmethwick"," Cape Hill, Smethwick",
2011,," CapeåHill,åSmethwick"," Cape Hill, Smethwick",
2011,,CartersåGreenåweståbrom,Carters Green west brom,
2011,," CartersåGreen,åWeståBromwich"," Carters Green, West Bromwich",
2011,," CentralåAvenue,åTipton"," Central Avenue, Tipton",
2011,,CoopåBrandall,Coop Brandall,
2011,,dartmouthåpark,dartmouth park,
2011,," DEVONSHIREåROAD,åSMETHWICK"," DEVONSHIRE ROAD, SMETHWICK",
2011,,DialåLaneåWeståBromwich,Dial Lane West Bromwich,
2011,,DialåLaneåWeståBromwich,Dial Lane West Bromwich,
2011,," DuchessåParade,åWeståBromwich"," Duchess Parade, West Bromwich",
2011,,DudleyåPort,Dudley Port,
2011,,DudleyåPortåTipton,Dudley Port Tipton,
2011,,DUDLEYåPORTåTIPTON,DUDLEY PORT TIPTON,
2011,,DudleyåPortåTipton,Dudley Port Tipton,
2011,,DudleyåStreet,Dudley Street,
2011,,DudleyåStreet,Dudley Street,
2011,,dyasåavenue,dyas avenue,
2011,," ElgaråCrescent,åPensnett"," Elgar Crescent, Pensnett",
2011,,ESHERåROAD,ESHER ROAD,
2011,," FountainåLane,åOldbury"," Fountain Lane, Oldbury",
2011,," FreetåStreet,åOldbury"," Freet Street, Oldbury",
2011,,FreethåStreet,Freeth Street,
2011,,GaltonåBridge,Galton Bridge,
2011,,GladstoneåstreetåWeståbromwich,Gladstone street West bromwich,
2011,," GooseåPH,åWeståBromwich"," Goose PH, West Bromwich",
2011,,GREATåBARRååHOTEL,GREAT BARR  HOTEL,
2011,,GreatåBarråHotel,Great Barr Hotel,
2011,," GREATåBARRåHOTEL,åGREATåBARR"," GREAT BARR HOTEL, GREAT BARR",
2011,," GREATåBARRåHOTEL,åGREATåBARR"," GREAT BARR HOTEL, GREAT BARR",
2011,," GreatåBridgeåStreet,åTipton"," Great Bridge Street, Tipton",
2011,," HalesåLane,åSmethwick"," Hales Lane, Smethwick",
2011,,HalesowenåRoad,Halesowen Road,
2011,,HALESOWENåROADåCRADLEYåHEATH,HALESOWEN ROAD CRADLEY HEATH,
2011,," HalesowenåRoad,åCradleyåHeath"," Halesowen Road, Cradley Heath",
2011,," HenleyåClose,åTipton."," Henley Close, Tipton.",
2011,,HighåAvenue,High Avenue,
2011,,HighåStåWeståBrom,High St West Brom,
2011,," HighåSt,åCradleyåHeath"," High St, Cradley Heath",
2011,,HighåStreetåGreatåBridge,High Street Great Bridge,
2011,,HighåStreetåSmethwick,High Street Smethwick,
2011,,HighåStreetåSmethwick,High Street Smethwick,
2011,,HighåStreetåweståbrom,High Street west brom,
2011,,HighåStreetåWeståBrom,High Street West Brom,
2011,,highåStreetåWeståBromwich,high Street West Bromwich,
2011,,HighåStreetåWeståBromwich,High Street West Bromwich,
2011,," HighåStreet,åSmethwick"," High Street, Smethwick",
2011,," HighåStreet,åStourbridge"," High Street, Stourbridge",
2011,," HighåStreet,åStourbridge"," High Street, Stourbridge",
2011,," HighåStreet,åStourbridge"," High Street, Stourbridge",
2011,," HighåStreet,åWeståBromwich"," High Street, West Bromwich",
2011,," HighåStreet,åWeståBromwich"," High Street, West Bromwich",
2011,," HighåStreet,åWeståBromwich,åoppositeåWilkinsons"," High Street, West Bromwich, opposite Wilkinsons",
2011,," HollyåLane,åSmethwick"," Holly Lane, Smethwick",
2011,,HolyheadåRoad,Holyhead Road,
2011,," HolyheadåRoad,åhandsworth"," Holyhead Road, handsworth",
2011,,HughåRoad,Hugh Road,
2011,,HuntingtreeåRoad,Huntingtree Road,
2011,,hydesåroad,hydes road,
2011,,Jctå1åÛåJctå2åsouthboundåM5,Jct 1 Û Jct 2 southbound M5,
2011,," JervoiseåLane,Weståbrom"," Jervoise Lane,West brom",
2011,," JervoiseåLane,WeståBromwich."," Jervoise Lane,West Bromwich.",
2011,,jowittsålane,jowitts lane,
2011,,Karatchi,Karatchi,
2011,,KingsburyåRoadåTipton,Kingsbury Road Tipton,
2011,,LakesideåPiblicåHseåCarpark/,Lakeside Piblic Hse Carpark/,
2011,,langleyåmead,langley mead,
2011,," ledgendsåPH,åTipton"," ledgends PH, Tipton",
2011,,limesåRoad,limes Road,
2011,,lodgeåRoad,lodge Road,
2011,,LombardåStreet,Lombard Street,
2011,,LONDONDERRYåLANE,LONDONDERRY LANE,
2011,,LongåLaneåBlackheath,Long Lane Blackheath,
2011,,LongåLaneåBlackheath,Long Lane Blackheath,
2011,," LutleyåOak,Halesowen."," Lutley Oak,Halesowen.",
2011,," MarketåPlace,åWednesbury"," Market Place, Wednesbury",
2011,," MARKETåPLACE,åWEDNESBURY"," MARKET PLACE, WEDNESBURY",
2011,," MarketåPlace,åWednesbury"," Market Place, Wednesbury",
2011,,MartleyåRoad,Martley Road,
2011,," McDonalds,åWolverhamptonåRoad,åOldbury"," McDonalds, Wolverhampton Road, Oldbury",
2011,,MiddlemoreåRoad,Middlemore Road,
2011,," MillåGardens,åSmethwick"," Mill Gardens, Smethwick",
2011,," NewburyåLane,åOldbury"," Newbury Lane, Oldbury",
2011,,O/SåPICåhomeåadderss,O/S PIC home adderss,
2011,," o/såYummysåTakeåaway,åStourbridge"," o/s Yummys Take away, Stourbridge",
2011,,oakåroad,oak road,
2011,," OFFåBirminghamåRoad,åRowleyåRegis"," OFF Birmingham Road, Rowley Regis",
2011,,OldburyåRd,Oldbury Rd,
2011,,OldburyåRd,Oldbury Rd,
2011,," OldburyåRd,åCarparkåofåBullsåHead"," Oldbury Rd, Carpark of Bulls Head",
2011,,OldburyåRoad,Oldbury Road,
2011,,OutsideåGooseåPublicåHouse,Outside Goose Public House,
2011,,Outsideåhomeåaddress,Outside home address,
2011,,OutsideåtheåBullsåHeadåPH,Outside the Bulls Head PH,
2011,,PARKåCRECENTåWESTåBROM,PARK CRECENT WEST BROM,
2011,," parkåRoad,åSmethwick"," park Road, Smethwick",
2011,,PiddockåRoadåPoliceåStation,Piddock Road Police Station,
2011,," portlandård,åwarley"," portland rd, warley",
2011,,pottersålane,potters lane,
2011,,PoundåRoad,Pound Road,
2011,,RadfordåClose,Radford Close,
2011,,redwoodåroad,redwood road,
2011,,RegentåCourt,Regent Court,
2011,," ResovoiråRoad,åOldbury"," Resovoir Road, Oldbury",
2011,,RuskinåStreetåWeståBrom,Ruskin Street West Brom,
2011,,RussellsåHallåHospiatl,Russells Hall Hospiatl,
2011,,SAINTSåWAYåWESTåBROMWICH,SAINTS WAY WEST BROMWICH,
2011,,SandwellåHospital,Sandwell Hospital,
2011,,sandwellåhospitalåaåandåe,sandwell hospital a and e,
2011,,shaftsburyåstreet,shaftsbury street,
2011,,SilverlandsåAvenue,Silverlands Avenue,
2011,,SmethwickåFrontåoffice,Smethwick Front office,
2011,,SmethwickåHighåStreet,Smethwick High Street,
2011,," SmethwickåHighåStreet,åoutsideåRedåCow"," Smethwick High Street, outside Red Cow",
2011,,ståandrewsåchurch,st andrews church,
2011,,StåMichaelsåStreet,St Michaels Street,
